address,area,year,floors,entrance,flats,latitude,longitude
"ш. Челобитьевское, д. 10, к. 3, Москва",18807.00,2006,14,5,260,55.91325757,37.555858
"ул. Челябинская, д. 10, к. 1, Москва",4256.00,1976,14,1,98,55.77615807,37.825173
"проезд. Черепановых, д. 30, Москва",7424.20,1997,14,2,78,55.84115407,37.5277585
"проезд. Черского, д. 17, Москва",4614.00,1973,14,1,98,55.87598057,37.577328
"ул. Чертановская, д. 23, к. 3, Москва",4190.80,1971,14,1,98,55.61806407,37.599103
"ул. Чертановская, д. 49, к. 1, Москва",4245.30,1972,14,1,93,55.60377107,37.5907035
"ул. Чистова, д. 16, к. 2, Москва",7059.20,2012,14,1,104,55.69639757,37.7459055
"ул. Шарикоподшипниковская, д. 18, Москва",12266.80,2003,14,5,210,55.71859757,37.6744805
"ул. Шереметьевская, д. 23/2, Москва",4178.00,1971,14,1,98,55.80164757,37.6148955
"ул. Широкая, д. 7, к. 6, Москва",3602.00,1968,14,1,96,55.89065307,37.6559125
"проезд. Шокальского, д. 21, Москва",9423.00,2007,14,3,161,55.87954557,37.6440275
"проезд. Шокальского, д. 57, к. 1, Москва",4275.00,1969,14,1,98,55.88313057,37.6623625
"ул. Шолохова, д. 6, Москва",15220.00,1988,14,6,332,55.63671707,37.357995
"ул. Шолохова, д. 30, Москва",13291.00,2005,14,5,219,55.64397757,37.3435595
"ш. Щелковское, д. 4, Москва",4229.00,1970,14,2,98,55.80363057,37.759677
"ул. Щепкина, д. 10, Москва",4233.80,1973,14,1,97,55.77502357,37.6291605
"ул. Юных Ленинцев, д. 47, к. 4, Москва",29218.90,2003,14,9,414,55.70338307,37.756479
"ул. Яблочкова, д. 37Г, Москва",4646.00,1983,14,1,95,55.82616457,37.575208
"ш. Ярославское, д. 4, к. 1, Москва",4267.10,1972,14,1,95,55.85191457,37.6810205
"ш. Ярославское, д. 127, Москва",4264.00,1970,14,1,98,55.87640007,37.716387
"ул. Яхромская, д. 3, к. 2, Москва",5668.00,1974,14,1,98,55.88359057,37.5381705
"ул. Черногрязская 2-я, д. 6, к. 2, Москва",15345.60,2017,13,1,103,55.76218107,37.5475395
"п. Сосенское, п. Коммунарка, ул. Александры Монаховой, д. 95, к. 1, Москва",12392.00,2014,13,3,192,55.54213057,37.4902095
"ул. Грузинская Б., д. 39, Москва",28521.40,1983,13,4,221,55.77074007,37.5813435
"ул. Валовая, д. 21, к. 125, Москва",6144.30,1997,13,3,70,55.73010157,37.6309395
"проезд. Гончарный, д. 8/40, Москва",8490.00,1989,13,4,94,55.74026907,37.650837
"ул. Долгоруковская, д. 40, Москва",27214.00,1995,13,6,195,55.77873457,37.6020225
"ул. Изюмская, д. 43, к. 2, Москва",3904.00,2008,13,1,48,55.54961757,37.5717585
"ул. Краснопролетарская, д. 9, к. 2, Москва",7437.00,2003,13,1,38,55.77554507,37.6056875
"ул. Лобачевского, д. 2, Москва",19532.00,1976,13,7,312,55.66526857,37.5088045
"ш. Можайское, д. 39, Москва",31222.00,1986,13,6,312,55.71728457,37.414041
"ул. Перовская, д. 66, к. 7, Москва",12982.40,2014,13,4,190,55.74346657,37.8042335
"б-р. Славянский, д. 5, к. 1, Москва",21183.80,1971,13,6,288,55.72696857,37.471641
"ул. Трофимова, д. 28, к. 2, Москва",3714.70,1970,13,1,78,55.70171907,37.6819635
"б-р. Чонгарский, д. 9, Москва",3545.00,1972,13,1,60,55.65278607,37.610844
"р-н. Наро-Фоминский, п. Марушкинское, д. Марушкино, д. 13, Москва",9598.70,1982,12,4,191,55.59606057,37.199685
"г. Зеленоград, к. 427, Москва",3619.00,1966,12,1,84,55.99467257,37.2047785
"г. Зеленоград, к. 350, Москва",3709.00,1965,12,1,77,55.99312707,37.226302
"г. Зеленоград, к. 2013, Москва",12068.90,2008,12,4,128,55.97224707,37.1627555
"г. Зеленоград, к. 1207, Москва",10893.00,1982,12,4,190,55.99550307,37.1947895
"г. Зеленоград, к. 834Б, Москва",3355.00,1969,12,1,78,55.98020557,37.1764725
"кв-л. Капотня 3-й, д. 12, Москва",3658.90,1967,12,1,84,55.63717957,37.7939565
"кв-л. Капотня 5-й, д. 12, Москва",9656.40,1981,12,3,167,55.63304857,37.796391
"кв-л. Волжский Бульвар 113 А, к. 3, Москва",15209.70,1987,12,7,332,55.69861957,37.7529665
"пер. Рижский 1-й, д. 2, к. 7, Москва",7023.00,1971,12,2,178,55.80821407,37.653595
"ул. Вольская 1-я, д. 17, к. 1, Москва",7362.00,1981,12,2,94,55.68425957,37.9282725
"ул. Напрудная 1-я, д. 9, Москва",9647.00,1974,12,4,191,55.87872757,37.690183
"ул. Парковая 10-я, д. 4, Москва",3667.30,1968,12,1,84,55.79433507,37.8030655
"ул. Парковая 13-я, д. 31, к. 2, Москва",3622.40,1966,12,1,96,55.80713207,37.809102
"ул. Парковая 16-я, д. 37, Москва",8057.00,1971,12,2,178,55.80567007,37.827356
"пер. Мосфильмовский 2-й, д. 18, Москва",3682.00,1967,12,1,84,55.72728807,37.5220635
"проезд. Сетуньский 2-й, д. 19, Москва",3635.00,1967,12,1,84,55.73224057,37.5315765
"ул. Владимирская 2-я, д. 52, к. 1, Москва",4857.90,1969,12,1,84,55.74662357,37.7866355
"ул. Новоостанкинская 2-я, д. 25, Москва",3624.60,1966,12,1,84,55.81621657,37.626205
"ул. Пугачевская 2-я, д. 7, к. 1, Москва",7271.50,1971,12,1,168,55.79499307,37.730302
"ул. Синичкина 2-я, д. 9, к. 1, Москва",4327.00,1980,12,2,95,55.76266707,37.7129465
"ул. Марьиной Рощи 4-я, д. 4, Москва",9434.00,1979,12,3,164,55.79423407,37.6244085
"ул. 26-ти Бакинских Комиссаров, д. 3, к. 3, Москва",16958.00,1971,12,12,335,55.65545207,37.4878285
"проезд. Дорожный 3-й, д. 5, к. 2, Москва",9609.50,1973,12,4,191,55.60245907,37.6147155
"пер. Крутицкий 3-й, д. 13, Москва",15385.80,1987,12,4,185,55.73054757,37.6635125
"проезд. Нижнелихоборский 3-й, д. 6, Москва",7260.90,1971,12,3,143,55.84527907,37.5651105
"ул. Парковая 3-я, д. 9, Москва",3789.10,1969,12,1,79,55.79122807,37.783105
"ул. Рыбинская 3-я, д. 1, Москва",8829.60,1994,12,5,141,55.79131407,37.659784
"проезд. Подбельского 4-й, д. 4, к. 2, Москва",2808.00,1980,12,1,58,55.81898357,37.724885
"ул. Магистральная 5-я, д. 18, Москва",3647.20,1968,12,1,84,55.77515007,37.528648
"ул. 50 лет Октября, д. 11, Москва",5952.00,1969,12,1,81,55.65168907,37.4129005
"ул. 800-летия Москвы, д. 2, к. 2, Москва",6074.30,1979,12,2,95,55.87540007,37.5326995
"ул. Соколиной Горы 9-я, д. 17, Москва",4121.00,1970,12,2,80,55.77317507,37.73606
"ул. Абрамцевская, д. 9, к. 1, Москва",35697.00,1985,12,13,528,55.90407907,37.5722795
"ул. Авангардная, д. 8, к. 2, Москва",4934.40,1967,12,1,84,55.84613807,37.492024
"ул. Авиационная, д. 65, к. 3, Москва",4214.00,1985,12,1,72,55.80764307,37.453639
"ул. Адмирала Лазарева, д. 28, к. 1, Москва",9385.70,2001,12,3,143,55.54750457,37.530418
"ул. Адмирала Лазарева, д. 52, к. 1, Москва",6499.00,2000,12,2,95,55.54365857,37.517994
"ул. Академика Бакулева, д. 6, к. 1, Москва",30516.00,1976,12,Не указано,565,55.64280907,37.4867955
"ул. Академика Варги, д. 4, Москва",7260.70,1974,12,3,143,55.63108657,37.4776415
"ул. Академика Глушко, д. 14, к. 2, стр. 9, 10, Москва",4173.80,1993,12,3,не указано,55.56292257,37.57033
"ул. Академика Понтрягина, д. 17, Москва",5856.00,2006,12,2,82,55.53354707,37.501456
"ул. Академика Челомея, д. 8, к. 1, Москва",29096.00,1984,12,14,563,55.66122157,37.529789
"ул. Академика Янгеля, д. 14, к. 10, Москва",8742.30,1978,12,4,190,55.60231657,37.58252
"ул. Алтайская, д. 14, Москва",3660.00,1968,12,1,84,55.81959057,37.812426
"ш. Алтуфьевское, д. 18, Москва",27515.00,1975,12,11,525,55.85840207,37.586356
"ш. Алтуфьевское, д. 32, Москва",14796.00,1975,12,6,287,55.86676807,37.5864725
"ш. Алтуфьевское, д. 62б, Москва",8193.00,1979,12,3,144,55.88403457,37.5901735
"ш. Алтуфьевское, д. 93, к. 1, Москва",5555.00,1979,12,3,88,55.90112207,37.585305
"ул. Ангарская, д. 1, Москва",3468.30,1968,12,1,80,55.87111707,37.510502
"ул. Ангарская, д. 45, к. 4, Москва",5135.00,1968,12,1,84,55.88197457,37.5248395
"пр-кт. Андропова, д. 17, к. 2, Москва",3606.20,1977,12,1,72,55.68322907,37.6682105
"ул. Армавирская, д. 9, Москва",5473.60,1984,12,2,95,55.67416407,37.7518525
"ул. Асеева, д. 6, Москва",3730.00,1964,12,1,84,55.80655507,37.5294475
"ул. Байкальская, д. 37, Москва",5428.40,1969,12,2,80,55.81786557,37.8142945
"ул. Бакинская, д. 11, Москва",3651.00,1970,12,1,84,55.62338607,37.6576465
"пр-кт. Балаклавский, д. 46А, Москва",9560.50,1974,12,4,191,55.64867657,37.573609
"ул. Барвихинская, д. 16, к. 2, Москва",9645.00,1974,12,4,188,55.71908457,37.3876035
"п. Сосенское, п. Коммунарка, ул. Бачуринская, д. 17, Москва",22087.90,2016,12,5,286,55.57455357,37.4874335
"проезд. Беговой, д. 9, Москва",3528.30,1977,12,1,72,55.77788407,37.5535765
"ул. Белозерская, д. 17а, Москва",29628.00,1976,12,6,286,55.89722057,37.6191265
"ул. Белореченская, д. 7, Москва",5039.20,1981,12,2,95,55.67375757,37.7685075
"ул. Белореченская, д. 34, к. 2, Москва",11150.00,2001,12,4,191,55.66051557,37.7743825
"б-р. Бескудниковский, д. 40, к. 3, Москва",5097.40,1967,12,2,80,55.87411207,37.5512225
"ул. Бестужевых, д. 25А, Москва",20088.00,1975,12,8,382,55.87296057,37.61079
"ул. Бехтерева, д. 43, к. 2, Москва",3733.10,1971,12,2,84,55.61691557,37.6472165
"ул. Бирюлевская, д. 11, к. 1, Москва",9242.20,1972,12,4,191,55.59785107,37.6635035
"ул. Бирюлевская, д. 27, Москва",9214.40,1972,12,4,191,55.59259657,37.6648145
"ул. Бирюлевская, д. 58, к. 3, Москва",17541.10,1976,12,4,428,55.58063957,37.6680755
"ул. Богданова, д. 32, Москва",4952.40,1975,12,1,79,55.65536107,37.3994165
"ул. Болотниковская, д. 38, к. 2, Москва",3643.00,1966,12,1,84,55.66158207,37.588871
"ул. Болотниковская, д. 40, к. 1, Москва",3623.00,1966,12,1,84,55.66150107,37.5876675
"ул. Академическая Б., д. 73, к. 4, Москва",3638.20,1968,12,1,84,55.84376757,37.5509265
"ул. Косинская Б., д. 16, к. 2, Москва",10905.60,1983,12,4,190,55.71057507,37.8552845
"ул. Очаковская Б., д. 41, Москва",3657.00,1968,12,1,84,55.67608757,37.4474315
"ул. Пионерская Б., д. 28, Москва",12012.50,1977,12,3,165,55.72650707,37.633796
"ул. Черемушкинская Б., д. 7, Москва",3615.30,1966,12,1,84,55.68863407,37.5977015
"ул. Черкизовская Б., д. 5, к. 8, Москва",3861.50,1968,12,1,84,55.79986157,37.719001
"ул. Юшуньская Б., д. 16, Москва",8760.80,1972,12,2,214,55.64713257,37.589554
"пер. Рогожский Б., д. 10, к. 1, Москва",9407.00,1974,12,3,167,55.74252407,37.668462
"ул. Борисовская, д. 37, Москва",3677.00,1969,12,1,84,55.79352557,37.735081
"ул. Боровая, д. 8, Москва",8880.00,1957,12,2,214,55.77200107,37.713144
"ул. Булатниковская, д. 4, к. 1, Москва",9234.20,1973,12,4,191,55.58122557,37.6474685
"проезд. Булатниковский, д. 14, к. 5, Москва",9652.00,1974,12,4,190,55.58280257,37.6547445
"ул. Бусиновская Горка, д. 11, к. 3, Москва",4811.00,1982,12,2,94,55.88414057,37.4907305
"ул. Вавилова, д. 70, к. 2, Москва",3611.60,1965,12,1,96,55.68258457,37.546938
"ул. Василисы Кожиной, д. 12, Москва",4680.10,1970,12,1,80,55.73660957,37.498402
"ул. Веерная, д. 40, к. 1, Москва",9560.60,1971,12,4,191,55.71378557,37.483921
"ул. Вересковая, д. 13, Москва",16961.00,1987,12,6,286,55.86167607,37.6425725
"ул. Весенняя, д. 20А, Москва",3661.00,1967,12,1,84,55.87593507,37.510134
"ул. Вилиса Лациса, д. 9, к. 2, Москва",8693.70,1979,12,4,191,55.86339357,37.4276235
"ул. Винокурова, д. 2, Москва",21999.30,2005,12,9,358,55.68999907,37.5808405
"пр-кт. Волгоградский, д. 160, к. 2, Москва",2742.00,1968,12,1,81,55.69472307,37.805527
"б-р. Волжский, д. 25, к. 3, Москва",3549.00,1975,12,1,66,55.70430607,37.752661
"ул. Вольная, д. 4, Москва",14162.00,1967,12,4,356,55.77576307,37.726017
"проезд. Востряковский, д. 21, к. 1, Москва",9569.90,1973,12,4,289,55.57554107,37.6522205
"пер. Выползов, д. 10, Москва",3629.00,1968,12,1,84,55.77975757,37.6281455
"ул. Газопровод, д. 1, к. 6, Москва",9384.50,1973,12,3,165,55.59423957,37.603325
"ул. Гастелло, д. 10, Москва",3620.20,1965,12,1,96,55.78545257,37.6841645
"ул. Генерала Ермолова, д. 14, Москва",3622.00,1967,12,1,84,55.74052207,37.514769
"ул. Генерала Тюленева, д. 33, Москва",7282.40,1973,12,3,143,55.61553757,37.4911525
"ул. Героев Панфиловцев, д. 37, к. 3, Москва",4038.00,1968,12,1,96,55.85420357,37.413053
"ул. Главмосстроя, д. 16а, Москва",5399.00,1968,12,1,84,55.65542207,37.4095315
"ул. Гончарная, д. 26, к. 1, Москва",21716.00,1953,12,7,176,55.74290407,37.649139
"пер. Госпитальный, д. 8, Москва",4254.90,1968,12,1,81,55.77025857,37.689168
"ул. Грайвороновская, д. 10, к. 1, Москва",3664.00,1969,12,1,84,55.71890207,37.7306885
"ул. Грина, д. 34, к. 1, Москва",13430.70,2001,12,5,209,55.56914807,37.5690995
"ул. Гродненская, д. 4, к. 2, Москва",3633.00,1969,12,1,84,55.71932807,37.434325
"ул. Дегунинская, д. 3, Москва",10444.50,1979,12,4,191,55.86437857,37.5370835
"ул. Дегунинская, д. 22, Москва",4450.70,1967,12,1,78,55.86742457,37.531837
"проезд. Дежнева, д. 19, к. 1, Москва",9534.00,1978,12,3,159,55.86886457,37.6399225
"ул. Декабристов, д. 8, к. 1, Москва",13635.00,1984,12,5,237,55.86446457,37.599103
"ул. Декабристов, д. 43, Москва",18140.22,1976,12,6,287,55.86047357,37.6187045
"ул. Дмитрия Ульянова, д. 43, к. 2, Москва",3631.00,1973,12,1,84,55.68249357,37.5925635
"ш. Дмитровское, д. 64, к. 2, Москва",4042.00,1966,12,1,80,55.85604307,37.562775
"ш. Дмитровское, д. 105, к. 2, Москва",4391.40,1967,12,1,84,55.87665207,37.544701
"ул. Довженко, д. 12, к. 1, Москва",9716.00,1981,12,3,163,55.72085907,37.5098735
"ул. Домодедовская, д. 38, к. 1, Москва",8742.60,1975,12,4,191,55.60299307,37.7130365
"ул. Донецкая, д. 15, Москва",13075.00,1980,12,6,286,55.64931157,37.7178515
"ул. Дорожная, д. 20, к. 3, Москва",9600.00,1973,12,4,190,55.60154857,37.620905
"ул. Дубки, д. 13, Москва",3636.00,1966,12,1,81,55.82307007,37.562236
"ул. Дубнинская, д. 22, к. 3, Москва",8714.70,1978,12,4,190,55.87183407,37.5646615
"ул. Дубравная, д. 37, Москва",29325.50,1995,12,6,287,55.84291357,37.3583815
"ул. Дыбенко, д. 34, Москва",3690.20,1965,12,1,84,55.87571807,37.4835345
"ул. Елецкая, д. 9, к. 3, Москва",8693.90,1978,12,4,190,55.60849007,37.7354495
"ул. Ельнинская, д. 14, к. 1, Москва",13925.50,2018,12,4,148,55.73736007,37.425782
"ул. Енисейская, д. 32, к. 1, Москва",9513.00,1981,12,4,180,55.87322307,37.6687675
"ул. Жебрунова, д. 1, Москва",12040.10,1973,12,5,239,55.78529057,37.6797
"б-р. Жулебинский, д. 31, Москва",7980.00,1996,12,1,135,55.68637557,37.848044
"проезд. Загорьевский, д. 5, к. 1, Москва",17491.50,1982,12,8,379,55.57789707,37.6656055
"ул. Заповедная, д. 8, Москва",9173.00,1983,12,4,191,55.86754057,37.6329875
"проезд. Заревый, д. 5, к. 3, Москва",3579.00,1971,12,1,84,55.88392857,37.654556
"ул. Затонная, д. 10, к. 3, Москва",7034.00,1967,12,2,178,55.67783357,37.6824485
"б-р. Звездный, д. 5, к. 3, Москва",3619.00,1969,12,1,95,55.81449207,37.633688
"ул. Зеленоградская, д. 27, к. 4, Москва",3616.80,1966,12,1,84,55.87260207,37.4911075
"ул. Зеленоградская, д. 43, Москва",3616.40,1965,12,1,96,55.87806607,37.485484
"пр-кт. Зеленый, д. 4, к. 2, Москва",5865.90,1985,12,2,95,55.74792557,37.77184
"пр-кт. Зеленый, д. 52, к. 2, Москва",3679.40,1969,12,1,84,55.75133557,37.8116715
"ул. Знаменская, д. 38, к. 1, Москва",11449.50,1972,12,2,214,55.80278557,37.7220555
"ул. Ивана Сусанина, д. 4, к. 4, Москва",4494.20,1967,12,1,84,55.86623757,37.528253
"ул. Ивантеевская, д. 6, Москва",3656.00,1966,12,1,83,55.81946907,37.7182195
"проезд. Измайловский, д. 22, к. 2, Москва",3990.00,1960,12,1,84,55.79984057,37.7710225
"пр-кт. Измайловский, д. 93, к. 1, Москва",5451.60,1967,12,2,80,55.78919307,37.808743
"ул. Изумрудная, д. 20, Москва",4514.00,1969,12,3,80,55.87135957,37.683823
"ул. Изюмская, д. 28, к. 1, Москва",5900.00,2001,12,2,96,55.55009657,37.564509
"ул. Илимская, д. 4, Москва",11045.00,1980,12,4,190,55.89176907,37.5753785
"ул. Исаковского, д. 2, к. 1, Москва",17342.90,1983,12,9,354,55.81905957,37.3968385
"б-р. Кавказский, д. 21, Москва",3607.00,1966,12,1,84,55.63035457,37.6665215
"б-р. Кавказский, д. 39, к. 1, Москва",3684.00,1968,12,1,84,55.62742207,37.652993
"ул. Каргопольская, д. 14, к. 1, Москва",12282.00,1983,12,4,176,55.86361057,37.5930305
"ул. Каспийская, д. 10, Москва",7306.00,1971,12,2,164,55.63002957,37.6809665
"ул. Кастанаевская, д. 60, Москва",22309.60,1979,12,6,286,55.73284357,37.4618675
"ул. Каховка, д. 39, к. 2, Москва",3644.30,1964,12,1,84,55.65847907,37.5631255
"ш. Каширское, д. 114, к. 1, Москва",7199.00,1974,12,3,142,55.60724407,37.716944
"ш. Каширское, д. 140, Москва",8804.00,1979,12,2,214,55.59826857,37.7226845
"ул. Кировоградская, д. 28, к. 1, Москва",16823.20,1970,12,7,330,55.60952757,37.601852
"б-р. Кленовый, д. 8, к. 3, Москва",3657.40,1980,12,1,72,55.68350857,37.6708605
"пер. Климентовский, д. 2, Москва",20019.70,2005,12,2,96,55.74118107,37.631595
"ул. Коломенская, д. 9, Москва",42885.10,1983,12,17,804,55.68019407,37.7017535
"наб. Коломенская, д. 26, к. 1, Москва",4331.50,1982,12,2,95,55.67502157,37.691342
"проезд. Конаковский, д. 6, к. 1, Москва",4085.70,1966,12,1,156,55.84657257,37.482385
"ул. Коненкова, д. 14, Москва",24683.50,1975,12,7,286,55.89366207,37.613521
"ул. Константина Федина, д. 2, к. 1, Москва",4679.50,1967,12,1,82,55.80601407,37.7914055
"ул. Коренная, д. 10, Москва",3657.00,1969,12,1,84,55.74114557,37.77829
"ул. Корнейчука, д. 41, Москва",17942.10,1982,12,5,235,55.89443407,37.6330595
"ш. Коровинское, д. 5, к. 1, Москва",5972.00,1967,12,1,80,55.86667757,37.5402995
"ш. Коровинское, д. 23, к. 1, Москва",9899.00,1967,12,5,162,55.87695007,37.52342
"ул. Космонавта Волкова, д. 11, Москва",3642.00,1971,12,1,84,55.81667207,37.5124515
"ул. Костромская, д. 18, Москва",5344.00,1978,12,1,96,55.88444857,37.5993005
"ул. Красная Пресня, д. 23, к. Б, стр. 1, Москва",19175.20,1986,12,3,149,55.76146157,37.568129
"ул. Краснодарская, д. 56, Москва",9950.80,1981,12,4,191,55.67488957,37.769675
"ул. Краснополянская, д. 8, Москва",4832.00,1982,12,2,95,55.88558457,37.4922935
"проезд. Красностуденческий, д. 23, Москва",3633.20,1966,12,1,84,55.82360107,37.5598645
"ул. Красных Зорь, д. 51, Москва",3602.00,1967,12,1,84,55.72255807,37.4288905
"ул. Криворожская, д. 21, к. 1, Москва",3636.70,1967,12,1,84,55.66785807,37.6115985
"б-р. Кронштадтский, д. 23, к. 2, Москва",4756.70,1967,12,1,84,55.84591557,37.4948175
"ул. Кулакова, д. 15, к. 1, Москва",19818.00,1979,12,8,382,55.80885707,37.397108
"ул. Кусковская, д. 19, к. 1, Москва",5265.00,2004,12,4,164,55.74085707,37.779386
"пр-кт. Кутузовский, д. 25, Москва",6716.00,1952,12,2,111,55.74390707,37.546947
"ул. Кухмистерова, д. 11, Москва",12053.80,1973,12,3,168,55.68546207,37.7257835
"ул. Лазо, д. 16, к. 2, Москва",5520.20,1968,12,1,80,55.74100407,37.7711305
"ул. Лебедянская, д. 17, к. 1, Москва",8681.70,1983,12,4,190,55.58780907,37.6706
"пр-кт. Ленинский, д. 13, Москва",19466.00,1939,12,2,145,55.72203557,37.6020855
"ул. Лескова, д. 9 А (под.1_2), Москва",13455.00,1977,12,3,243,55.89770507,37.5902545
"ул. Летчика Бабушкина, д. 9, к. 2, Москва",4959.00,1967,12,1,84,55.85997357,37.673232
"ул. Липецкая, д. 12, к. 1, Москва",9635.50,0,12,4,191,55.59805957,37.6687675
"п. Сосенское, п. Коммунарка, ул. Липовый парк, д. 2, Москва",35257.60,2014,12,7,418,55.57180507,37.492895
"ул. Лодочная, д. 41, Москва",4853.00,1978,12,3,92,55.84244857,37.4619485
"ул. Льва Толстого, д. 7, Москва",10574.00,1970,12,3,170,55.73265657,37.587919
"ул. Магаданская, д. 3, Москва",8842.00,1980,12,4,191,55.87718257,37.686033
"ул. Маевок, д. 3, Москва",3606.30,1968,12,1,84,55.72922957,37.769091
"ул. Калитниковская М., д. 2, к. 2, Москва",7279.00,1974,12,3,142,55.73488157,37.6792775
"ул. Филевская М., д. 40, Москва",4184.00,1973,12,1,48,55.73467357,37.453432
"ул. Маленковская, д. 10, Москва",5323.50,1978,12,1,49,55.79066107,37.6715075
"ул. Малышева, д. 2, Москва",3634.00,1969,12,1,84,55.70367207,37.741019
"пр-кт. Маршала Жукова, д. 11, к. 1, Москва",5618.60,1972,12,1,79,55.77545407,37.49568
"ул. Маршала Катукова, д. 25, к. 1, Москва",24169.70,1980,12,10,478,55.80583157,37.4143825
"ул. Маршала Полубоярова, д. 24, к. 1, Москва",4330.40,1997,12,2,94,55.68169657,37.859381
"ул. Маршала Тухачевского, д. 24, к. 3, Москва",15324.30,1975,12,3,168,55.78567557,37.4762045
"ул. Маршала Федоренко, д. 2, к. 2, Москва",10741.00,1981,12,4,177,55.87902557,37.4949975
"ул. Маршала Чуйкова, д. 10, Москва",3761.70,1965,12,1,96,55.70299757,37.7626505
"ул. Мастеровая, д. 6, к. 2, Москва",5438.20,1968,12,1,84,55.74618757,37.7546645
"б-р. Матроса Железняка, д. 28, Москва",6340.40,1999,12,2,95,55.83535157,37.5304445
"ул. Медиков, д. 24, Москва",4731.00,1970,12,2,78,55.63269757,37.6798075
"ул. Медынская, д. 5, к. 5, Москва",9635.70,1973,12,4,191,55.58985407,37.649813
"ул. Металлургов, д. 48, к. 4, Москва",5230.80,1967,12,1,84,55.75964307,37.802823
"ул. Милашенкова, д. 12А, Москва",4848.00,1982,12,2,66,55.82814657,37.58367
"пр-кт. Мира, д. 114Б, Москва",4024.00,1962,12,1,79,55.80816407,37.6383775
"ул. Митинская, д. 21, к. 1, Москва",28766.00,1994,12,4,191,55.84275207,37.364427
"ул. Михневская, д. 11, к. 1, Москва",8823.10,0,12,2,213,55.58173957,37.6633055
"ул. Мневники, д. 9, Москва",14748.50,1982,12,5,135,55.77219307,37.4895715
"ул. Молодогвардейская, д. 38, к. 1, Москва",3636.70,1965,12,1,156,55.73429857,37.4154065
"ул. Молостовых, д. 14, к. 5, Москва",5434.60,1972,12,1,96,55.75367107,37.8303925
"проезд. Мукомольный, д. 9, к. 1, Москва",4956.50,1970,12,2,81,55.75338707,37.522854
"ул. Мурановская, д. 12, Москва",18952.00,1975,12,6,272,55.89583757,37.603981
"ул. Мусы Джалиля, д. 17, к. 1, Москва",9653.60,1977,12,4,191,55.62421007,37.7464625
"ул. Нагатинская, д. 13, к. 2, Москва",3626.00,1969,12,1,84,55.68029557,37.640596
"ул. Нагорная, д. 17, к. 2, Москва",3642.00,1968,12,1,96,55.67884907,37.605589
"ул. Нагорная, д. 25, к. 1, Москва",3616.00,1967,12,1,84,55.67618907,37.5994535
"ул. Народного Ополчения, д. 26, к. 2, Москва",11952.00,1974,12,3,143,55.78054257,37.482331
"пр-кт. Нахимовский, д. 25, к. 1, Москва",9391.00,1973,12,3,168,55.66798007,37.5891225
"ул. Нелидовская, д. 23, к. 2, Москва",9315.80,1999,12,1,68,55.84516257,37.4350165
"ул. Нижегородская, д. 4, к. 1, Москва",3652.00,1967,12,1,84,55.73832307,37.6771215
"ул. Нижегородская, д. 70, к. 1, Москва",19042.00,1983,12,6,221,55.73345707,37.7091555
"ул. Первомайская Нижн., д. 42, Москва",6230.80,1976,12,3,115,55.79095957,37.8064075
"ул. Новинки, д. 6, к. 1, Москва",3658.30,1966,12,1,84,55.67622957,37.6692165
"ул. Новинки, д. 27, к. 1, Москва",3614.40,1972,12,1,84,55.67653407,37.6767535
"ул. Новоалексеевская, д. 18, к. 1, Москва",13643.00,1973,12,6,285,55.81012657,37.6510255
"ш. Новокуркинское, д. 43, Москва",13896.00,2003,12,4,162,55.90278757,37.3888795
"ул. Новорогожская, д. 14, к. 2, Москва",9050.00,2002,12,3,144,55.73959007,37.6845955
"ул. Новощукинская, д. 14, Москва",4088.00,1965,12,1,84,55.80618107,37.4537195
"ул. Обручева, д. 37, Москва",3699.50,1965,12,1,84,55.65207507,37.555409
"ул. Обручева, д. 63, Москва",3638.10,1965,12,1,84,55.65038857,37.5620295
"ул. Озерная, д. 26, Москва",4613.40,1968,12,2,80,55.67659507,37.4527315
"ул. Окская, д. 6, к. 2, Москва",3612.10,1966,12,1,96,55.71009357,37.7513405
"ул. Олонецкая, д. 15, Москва",9775.00,1978,12,4,191,55.85248557,37.6176175
"проезд. Ореховый, д. 29, к. 1, Москва",11293.30,1977,12,4,183,55.62035707,37.7306075
"б-р. Ореховый, д. 55/16, Москва",9555.00,1978,12,3,167,55.61511557,37.7517355
"ул. Островитянова, д. 16, к. 2, Москва",7267.00,1973,12,3,143,55.63574657,37.510601
"ул. Островитянова, д. 37, Москва",7201.00,1973,12,3,143,55.63393757,37.529223
"ш. Открытое, д. 25, к. 16, Москва",5048.00,1968,12,1,80,55.82818707,37.761752
"проезд. Отрадный, д. 9, к. 2, Москва",3669.00,1967,12,1,84,55.85647207,37.6088135
"ш. Очаковское, д. 8, к. 1, Москва",3634.00,1970,12,1,84,55.69587457,37.458283
"ул. Паперника, д. 6, к. 1, Москва",3642.00,1969,12,1,92,55.72022007,37.7893395
"ул. Педагогическая, д. 6, Москва",9717.00,1972,12,4,191,55.59518057,37.6669705
"ул. Перекопская, д. 1, к. 1, Москва",3609.00,1965,12,1,96,55.65795107,37.5850895
"ул. Перерва, д. 6, Москва",5455.90,1980,12,2,95,55.65444707,37.715399
"б-р. Перервинский, д. 21, к. 3, Москва",7811.00,2001,12,2,95,55.65728607,37.7743465
"ул. Перовская, д. 10, к. 1, Москва",6655.90,1971,12,1,80,55.74682057,37.7603325
