address,area,year,floors,entrance,flats,latitude,longitude
"ул. Перовская, д. 43, Москва",5172.50,1972,12,3,79,55.74617757,37.7837335
"ул. Песчаная, д. 13, Москва",5418.70,1969,12,1,112,55.80113157,37.5081665
"ул. Петрозаводская, д. 24, к. 1, Москва",3663.70,1968,12,1,96,55.86714657,37.4948805
"проезд. Плавский, д. 8, Москва",8580.00,2001,12,2,96,55.54811557,37.5331845
"пер. Плетешковский, д. 18-20, к. 1, Москва",3630.00,1966,12,1,84,55.76990907,37.6746425
"ул. Плеханова, д. 26, к. 3, Москва",5772.10,1984,12,1,70,55.74027407,37.766046
"ул. Плещеева, д. 14, Москва",14467.20,1981,12,4,188,55.88612007,37.612883
"ул. Плющева, д. 15, к. 4, Москва",5802.55,1981,12,1,72,55.74066907,37.7630545
"проезд. Погонный, д. 3, к. 2, Москва",2795.70,1992,12,1,47,55.81898357,37.70364
"ул. Подольская, д. 33, Москва",8401.10,1981,12,3,140,55.64821457,37.7102065
"ул. Полбина, д. 23 к.1, Москва",6060.70,1979,12,1,150,55.67642757,37.7277775
"ул. Полоцкая, д. 27, Москва",3631.00,1969,12,1,154,55.73532257,37.423644
"ул. Полярная, д. 56, к. 1, Москва",7097.00,1969,12,2,178,55.89264707,37.647639
"ул. Пресненский Вал, д. 16, стр. 2, Москва",10806.50,2004,12,2,93,55.76724557,37.5662965
"ул. Приорова, д. 38а, Москва",3881.20,1971,12,1,72,55.82505707,37.520213
"пр-кт. Пролетарский, д. 14/49, к. 2, Москва",5085.00,1967,12,2,80,55.63663607,37.6536485
"ул. Профсоюзная, д. 105, Москва",12161.00,1972,12,5,239,55.63542157,37.5232135
"ул. Проходчиков, д. 17, Москва",17393.00,1980,12,8,381,55.87850057,37.7241665
"проезд. Путевой, д. 36, Москва",3908.00,1970,12,1,84,55.87674307,37.5705815
"ул. Рабочая, д. 4, Москва",3566.00,1973,12,1,66,55.74516907,37.681155
"б-р. Ракетный, д. 9, к. 1, Москва",3614.00,1970,12,1,96,55.81907957,37.6506755
"ул. Ратная, д. 8, к. 1, Москва",4343.00,1992,12,4,не указано,55.57410607,37.5835175
"ул. Речников, д. 36, Москва",3542.90,1975,12,1,72,55.67752407,37.6878565
"ул. Рогова, д. 24, Москва",4458.40,1966,12,1,78,55.79635957,37.4537825
"ул. Россошанская, д. 13, к. 1, Москва",37338.70,1972,12,17,760,55.59632007,37.614509
"ул. Ростокинская, д. 10, Москва",3617.00,1968,12,1,84,55.83283357,37.6653355
"ул. Рудневка, д. 15, Москва",7711.50,2005,12,3,135,55.71633657,37.885486
"пр-кт. Рязанский, д. 68, к. 1, Москва",19081.00,1974,12,6,336,55.71408457,37.806515
"пр-кт. Рязанский, д. 83, к. 2, стр. 2, Москва",3646.00,1967,12,1,96,55.71738057,37.7982415
"ул. Сайкина, д. 4, Москва",4516.10,1969,12,2,81,55.70615207,37.6661625
"ул. Саянская, д. 3, к. 1, Москва",25290.00,1973,12,8,382,55.76785857,37.825712
"пр-кт. Свободный, д. 18, Москва",5092.00,1970,12,2,77,55.75243957,37.816594
"ул. Свободы, д. 38, Москва",3614.00,1974,12,1,84,55.84429857,37.455741
"ул. Свободы, д. 79, Москва",11709.50,1988,12,3,132,55.86220657,37.447611
"ул. Святоозерская, д. 11, Москва",17166.20,2004,12,9,308,55.71449557,37.8917025
"ул. Святоозерская, д. 34, Москва",13520.00,2005,12,5,220,55.71215257,37.896553
"ул. Севанская, д. 46, к. 4, Москва",3635.00,1972,12,1,84,55.62491657,37.6547895
"пр-кт. Севастопольский, д. 50/11, Москва",3624.80,1966,12,1,84,55.65189707,37.564958
"п. Сосенское, д. Николо-Хованское, ул. Сервантеса, д. 1, к. 2, Москва",7302.10,2017,12,1,88,55.59029207,37.4516265
"ул. Сивашская, д. 4, к. 1, Москва",9676.10,1976,12,3,171,55.66139457,37.6026695
"проезд. Симферопольский, д. 12, Москва",4102.00,1968,12,1,83,55.66719307,37.6169705
"б-р. Сиреневый, д. 29/45, к. 3, Москва",4456.60,1963,12,3,94,55.80345857,37.7982235
"ул. Скобелевская, д. 23, к. 6, Москва",7339.10,1999,12,3,109,55.54866557,37.560224
"ш. Сколковское, д. 22, к. 2, Москва",5428.00,1983,12,2,91,55.70811507,37.4014195
"ул. Смольная, д. 11, Москва",6421.60,1969,12,3,81,55.84605707,37.498249
"ул. Снежная, д. 12, Москва",3665.00,1966,12,1,84,55.84966557,37.6434705
"ул. Солнечногорская, д. 11, Москва",5872.50,1971,12,2,82,55.85962507,37.5176435
"пр-кт. Солнцевский, д. 26, к. 1, Москва",5071.00,1967,12,1,84,55.65033757,37.408301
"ул. Софьи Ковалевской, д. 18, Москва",4941.00,1968,12,1,84,55.88650857,37.536158
"пр-кт. Союзный, д. 12, к. 2, Москва",3658.00,1968,12,1,96,55.74940457,37.8117345
"пр-кт. Союзный, д. 22, к. 2, Москва",3636.40,1969,12,1,96,55.74765157,37.819262
"ул. Первомайская Ср., д. 36, к. 1, Москва",3688.00,1970,12,1,84,55.79437057,37.810881
"ул. Сталеваров, д. 14, к. 3, Москва",8093.90,1973,12,2,81,55.75736907,37.838971
"пер. Староконюшенный, д. 26, Москва",7243.00,1973,12,3,69,55.74811257,37.5951235
"проезд. Петровско-Разумовский Стар., д. 3, Москва",3474.00,1972,12,1,73,55.80030157,37.562245
"пер. Стремянный, д. 16-18, стр. 1, Москва",3638.00,1969,12,1,84,55.72797757,37.6319005
"б-р. Строгинский, д. 26, к. 2, Москва",24404.00,1981,12,9,414,55.80223957,37.404501
"проезд. Студеный, д. 18, Москва",4633.00,1969,12,2,80,55.89279907,37.6629645
"ул. Судакова, д. 15, Москва",20584.00,1984,12,9,354,55.67345807,37.7508015
"ул. Суздальская, д. 10, к. 1, Москва",13463.80,1996,12,5,208,55.73665507,37.8467685
"проезд. Сумской, д. 25, к. 1, Москва",3612.00,1969,12,1,84,55.62858607,37.5912155
"ул. Таганская, д. 44, Москва",19287.00,1981,12,5,288,55.73907307,37.6690995
"ул. Таллинская, д. 5, к. 3, Москва",4321.50,1980,12,2,95,55.80123757,37.395994
"ул. Таллинская, д. 17, к. 3, Москва",4350.50,1980,12,2,95,55.80104007,37.4023
"ул. Тарханская, д. 1, Москва",6639.00,1995,12,3,138,55.68540657,37.8585815
"ул. Ташкентская, д. 9, Москва",14861.00,1981,12,3,264,55.70822707,37.819253
"ул. Твардовского, д. 5, к. 3, Москва",4793.80,1980,12,2,96,55.79667857,37.394781
"ул. Твардовского, д. 21, к. 3, Москва",4788.50,1980,12,2,96,55.79646557,37.4037375
"ул. Теплый Стан, д. 7, к. 3, Москва",7288.80,1973,12,3,143,55.62003657,37.4964795
"ул. Теплый Стан, д. 25, к. 3, Москва",9383.90,1973,12,3,168,55.62880957,37.480094
"ул. Тимирязевская, д. 25, к. 2, Москва",3882.00,1974,12,1,69,55.81473957,37.5646345
"ул. Тихвинская, д. 4, Москва",14999.00,1999,12,5,93,55.78589307,37.6019955
"б-р. Тихорецкий, д. 14, к. 1, Москва",13836.70,1978,12,5,238,55.67777307,37.7726035
"ул. Троицкая, д. 10, стр. 1, Москва",22230.40,1974,12,10,426,55.77474007,37.6253785
"ул. Туристская, д. 25, к. 3, Москва",3602.60,1971,12,1,96,55.85425907,37.416305
"ул. Удальцова, д. 22, Москва",8216.00,1978,12,2,91,55.68069657,37.498348
"ул. Улофа Пальме, д. 3, Москва",5910.00,1985,12,2,88,55.71866857,37.511221
"ул. Уральская, д. 19, к. 1, Москва",8877.80,1969,12,2,173,55.82116307,37.796921
"ул. Усиевича, д. 27, к. 2, Москва",4400.20,2004,12,3,69,55.80644907,37.520276
"ул. Утренняя, д. 22, к. 1, Москва",3647.90,1969,12,1,84,55.74892357,37.7992205
"пр-кт. Федеративный, д. 21, к. 2, Москва",4229.00,1976,12,1,68,55.75562607,37.816684
"пр-кт. Федеративный, д. 46, к. 2, Москва",3654.00,1969,12,1,84,55.75245507,37.8243825
"ул. Ферганская, д. 15, к. 1, Москва",18991.00,1972,12,6,333,55.70718707,37.8147075
"б-р. Филевский, д. 1, Москва",25785.10,1982,12,12,551,55.76464757,37.4944495
"ул. Фомичевой, д. 1, Москва",5917.40,1985,12,2,88,55.85858407,37.448833
"ул. Фруктовая, д. 9, к. А, Москва",16307.00,1978,12,6,286,55.65980007,37.612479
"ул. Фрязевская, д. 11, к. 2, Москва",3652.10,1968,12,1,96,55.74719057,37.8238345
"ул. Харьковская, д. 1, к. 3, Москва",10495.00,1973,12,4,185,55.58412557,37.6533435
"ул. Хачатуряна, д. 18, Москва",16402.00,1982,12,6,281,55.86101907,37.605041
"ул. Херсонская, д. 33, Москва",3683.50,1965,12,1,83,55.65339057,37.558068
"ул. Хлобыстова, д. 16, к. 1, Москва",4562.70,1967,12,1,80,55.71790307,37.8077815
"б-р. Ходынский, д. 17, Москва",40034.00,2004,12,14,250,55.78777607,37.5221535
"пер. Чапаевский, д. 5, к. 2, Москва",8790.50,1974,12,2,214,55.79568157,37.5204195
"ул. Челябинская, д. 25, Москва",17717.00,1977,12,6,312,55.77940807,37.8343
"ул. Череповецкая, д. 5, к. 14, Москва",13672.00,1970,12,5,235,55.89907757,37.5755315
"ул. Черняховского, д. 9, к. 4, Москва",3527.00,1975,12,1,69,55.80554807,37.5348735
"проезд. Чечерский, д. 24, к. 2, Москва",9821.10,1999,12,4,210,55.53741407,37.53888
"ул. Чугунные Ворота, д. 3, к. 1, Москва",4607.00,1971,12,2,80,55.69655457,37.795313
"ул. Шверника, д. 13, к. 3, Москва",3617.30,1962,12,1,96,55.69274907,37.5897335
"проезд. Шенкурский, д. 8, Москва",23713.10,1974,12,8,382,55.89404057,37.5913235
"ул. Шипиловская, д. 44/27, Москва",20650.90,1976,12,8,383,55.62124107,37.732323
"проезд. Шипиловский, д. 41, к. 4, Москва",8725.20,1974,12,4,191,55.61352957,37.702634
"проезд. Шмитовский, д. 28, Москва",3805.10,1969,12,1,84,55.75613807,37.5387185
"проезд. Шокальского, д. 17, Москва",3651.00,1966,12,1,84,55.87817707,37.644324
"ул. Шоссейная, д. 9, Москва",5311.80,1969,12,2,80,55.68923307,37.726439
"ул. Шоссейная, д. 33, Москва",5998.60,1969,12,1,81,55.67969657,37.724885
"ул. Шумилова, д. 5, Москва",3661.20,1971,12,1,84,55.70923607,37.772846
"ш. Щелковское, д. 78, Москва",4284.00,1966,12,2,92,55.81024807,37.8121115
"ул. Щербаковская, д. 32/7, Москва",23317.00,1965,12,8,352,55.78219757,37.729745
"ш. Энтузиастов, д. 26, Москва",18912.00,1955,12,6,211,55.75094557,37.7193785
"ул. Южнобутовская, д. 80, Москва",11167.00,2000,12,4,152,55.53435207,37.517545
"ул. Юных Ленинцев, д. 14/16, к. 2, Москва",3604.00,1965,12,1,84,55.69888857,37.7417825
"ул. Яблочкова, д. 30, Москва",4584.00,1968,12,1,84,55.82526407,37.579996
"проезд. Якушкина, д. 2, Москва",13774.00,1982,12,5,233,55.85838207,37.6100985
"б-р. Яна Райниса, д. 17, Москва",12295.00,1985,12,6,214,55.84924157,37.4309295
"б-р. Яна Райниса, д. 24, к. 2, Москва",7052.00,1968,12,2,172,55.85151007,37.414661
"ул. Ярославская, д. 14, к. 1, Москва",2875.00,1987,12,1,44,55.82314557,37.6522295
"ул. Ясеневая, д. 34, Москва",31953.70,1978,12,12,574,55.60492007,37.7424025
"проезд. Ясный, д. 9, Москва",9613.00,1978,12,3,165,55.87330907,37.6244085
"г. Зеленоград, д. -, к. 2303, Москва",14093.00,2013,11,2,132,55.96691657,37.1870545
"ул. Радиальная 6-я, д. 3, к. 10, Москва",28826.42,2014,11,8,278,55.60412707,37.665839
"ул. Пироговская Б., д. 53, Москва",15193.00,1955,11,3,186,55.72703457,37.5614455
"ул. Генерала Ермолова, д. 6, Москва",7161.00,1957,11,1,92,55.73756257,37.516368
"ул. Каретный Ряд, д. 5/10, стр. 2, Москва",25992.00,1961,11,8,336,55.77250207,37.6089485
"ул. Лесная, д. 4, стр. 1, Москва",8960.00,1991,11,3,190,55.77681607,37.5865085
"ш. Новокуркинское, д. 27, Москва",14194.00,2003,11,4,138,55.89945657,37.397584
"ул. Родионовская, д. 12, Москва",19650.10,2008,11,7,210,55.89385407,37.389607
"ул. Соколово-Мещерская, д. 16, к. 114, Москва",19125.40,2007,11,7,206,55.89736707,37.3897325
"ул. Шумкина, д. 11, к. а, Москва",10279.90,2010,11,2,45,55.78915307,37.668507
"г. Зеленоград, к. 453, Москва",6659.00,1996,10,3,118,55.99908757,37.2035745
"г. Зеленоград, к. 1518, Москва",6424.00,1992,10,2,79,55.98294057,37.1594135
"пер. Вражский 1-й, д. 4, Москва",11891.00,1976,10,7,189,55.73994907,37.5741835
"ул. Ямская 2-я, д. 11, Москва",9197.10,2001,10,3,97,55.79485157,37.6080145
"ул. Авиаконструктора Миля, д. 14, Москва",8109.00,1997,10,3,10,55.68236657,37.855572
"ул. Амурская, д. 52, к. 1, Москва",10720.70,1999,10,4,102,55.81195807,37.7849195
"ул. Белореченская, д. 49, Москва",6908.00,2002,10,3,99,55.66146057,37.778353
"ул. Брянская, д. 12, Москва",9220.00,1965,10,5,169,55.74479907,37.5584455
"пр-кт. Вернадского, д. 25, к. 1, Москва",10198.20,2005,10,2,69,55.68233057,37.5188205
"ул. Генерала Белобородова, д. 21, Москва",0.00,2001,10,6,141,55.83539657,37.3589385
"наб. Гончарная, д. 3, стр. 3, Москва",2086.00,1962,10,1,32,55.73870307,37.6484295
"б-р. Жулебинский, д. 6/11, Москва",13902.40,1994,10,7,159,55.69959857,37.846041
"ул. Земляной Вал, д. 48Б, Москва",6060.00,1954,10,3,80,55.75163457,37.6553915
"ул. Изюмская, д. 30, Москва",14450.00,2002,10,5,194,55.54971957,37.566593
"пр-кт. Комсомольский, д. 21/10, Москва",5947.70,1964,10,2,72,55.72794207,37.584766
"пр-кт. Кутузовский, д. 24, Москва",42195.00,1945,10,18,552,55.74453057,37.545267
"пр-кт. Ленинградский, д. 75, к. 1Б, Москва",15286.50,1958,10,4,159,55.80483007,37.510502
"пр-кт. Ленинский, д. 69, к. 2, Москва",5589.80,1971,10,4,82,55.68966907,37.552166
"ул. Льва Толстого, д. 3, Москва",3746.00,1967,10,1,72,55.73188557,37.5897515
"пер. Песчаный М., д. 6, Москва",3169.70,1964,10,1,80,55.80456707,37.5056245
"ул. Марьинский Парк, д. 45, Москва",10372.40,2003,10,6,191,55.67233107,37.7943875
"пр-кт. Мира, д. 118, Москва",25385.00,1955,10,10,290,55.81066807,37.6383055
"п. Мосрентген, п. завода Мосрентген, проезд. Музыкальный, д. 3, Москва",5741.80,2006,10,1,78,55.61151557,37.464697
"б-р. Новинский, д. 12, Москва",6814.10,1938,10,4,54,55.75319457,37.584155
"пер. Новоспасский, д. 3, к. 2, Москва",16467.00,1953,10,5,160,55.73336557,37.6570625
